"Month Name","Agency","Description","Borough","# of Incidents","Response Times"
"2020 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","9,331","513.83"
"2020 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","20,158","557.41"
"2020 / 05","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,508","68.58"
"2020 / 05","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","533","418.50"
"2020 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","8,659","525.02"
"2020 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","18,821","561.63"
"2020 / 05","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","6,019","65.94"
"2020 / 05","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","421","418.15"
"2020 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","6,920","505.67"
"2020 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","15,853","562.47"
"2020 / 05","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","4,915","73.08"
"2020 / 05","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","568","472.73"
"2020 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","6,786","560.49"
"2020 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","14,785","583.33"
"2020 / 05","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,491","52.64"
"2020 / 05","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","154","467.92"
"2020 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,639","553.28"
"2020 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","3,329","583.16"
"2020 / 05","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,129","55.80"
"2020 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","8","805.13"
"2020 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","26","757.31"
"2020 / 05","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","5","0.00"
"2020 / 05","FDNY","Average response time to structural fires","Brooklyn","352","276.01"
"2020 / 05","FDNY","Average response time to non-structural fires","Brooklyn","260","342.15"
"2020 / 05","FDNY","Average response time to non-fire emergencies","Brooklyn","6,168","473.14"
"2020 / 05","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","3,377","454.72"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","612","69.93"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","612","26.47"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","612","2.94"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","612","0.65"
"2020 / 05","FDNY","Average response time to structural fires","Bronx","280","298.02"
"2020 / 05","FDNY","Average response time to non-structural fires","Bronx","141","387.75"
"2020 / 05","FDNY","Average response time to non-fire emergencies","Bronx","4,621","556.81"
"2020 / 05","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,257","533.89"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","421","48.46"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","421","49.64"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","421","1.43"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","421","0.48"
"2020 / 05","FDNY","Average response time to structural fires","Manhattan","205","275.12"
"2020 / 05","FDNY","Average response time to non-structural fires","Manhattan","157","423.04"
"2020 / 05","FDNY","Average response time to non-fire emergencies","Manhattan","4,190","517.62"
"2020 / 05","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","1,886","513.62"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","362","57.73"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","362","39.78"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","362","2.21"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","362","0.28"
"2020 / 05","FDNY","Average response time to structural fires","Queens","182","284.96"
"2020 / 05","FDNY","Average response time to non-structural fires","Queens","193","363.41"
"2020 / 05","FDNY","Average response time to non-fire emergencies","Queens","4,104","521.03"
"2020 / 05","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,432","494.81"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","375","52.27"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","375","44.53"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","375","2.93"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","375","0.27"
"2020 / 05","FDNY","Average response time to structural fires","Staten Island","49","309.02"
"2020 / 05","FDNY","Average response time to non-structural fires","Staten Island","47","370.57"
"2020 / 05","FDNY","Average response time to non-fire emergencies","Staten Island","1,074","502.00"
"2020 / 05","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","675","504.28"
"2020 / 05","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","96","44.79"
